"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Liechtenstein","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","San Marino","Malta","Albania","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Belarus",62.167,4.043,9,14.111,0,9,0,0,0,0,0,0,0,0,0,9.258,0,13.016,9.018,9.043,0.018,0,9.049,1.353,14.549,0,9,9.877,0.153,14.667,9,9.068,14.064,0.724,0.682,6.29,1.195,19.589,2.4448,0.1552,6.779,0,51.8488,5.597,0.478,46.292,58.7014,52.3387,8.011,12.2378,8.317,0,0,9,0,10.501,0,0,1.367,0.011,2.921,20.584,9.705,417.204,0.015,29.6361,0.007,29.625,0,2.031,3.309,19.9838,1.5255,2.1266,8.6233,0.7712,9,0,0,0.095,0,0,9,9.006,9.095,0,9,0,9.119,0,9,9.009,9.016,9.008,0.003,10.637,0,0,0,9.07,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9.07,0,0,0,0,0,0,0,9,8.283,9.007,0.433,9.014,10.473,13.354,19.082,0,6.515,9.618,0.5,0.001,0.229,1.2782,9.791,10.145,0,0,0.167,1.147,2.598,13.119,4.067,2.792,34.79,27.467,45.569,1.261,33.078,0,7.367,1.838,3.045,0,0.185,9.008,0,0,9,0,0.127,9,0,0.853,3.062,0.217,0,1.142,0,0.804,0,0.063,0,0,0,0,0,0
"Armenia",25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,9,0,0,0,9,0,0.0104,0.3598,0,0,7.2132,0,0.5357,0.0001,0,3.9881,0.2618,1.9856,0,0.1073,0.888,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2.0338,0,0,2.031,0,0,0,0.0773,2.6022,0,4.5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0,0,0.0209,0,9,0,0,0,0,0,0,0,0,0,0.1,0,0,1.1781,0,0.0432,0,0,0.0589,0,0,0.0027,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0307,0,0,0,0,0,0
"Georgia",9.6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,0,9,0,9,1.4666,0,0,18.8493,0,0.2069,0.0757,0.0671,3.3729,0,0.1511,0,0.711,25.551,0,0.0136,0,0,0,0,0,0.056,0,0,0.5,9.8,0,0,1.5902,0,0,3.309,0,0,45.1535,0.0012,0.355,0,3.5171,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9.033,0,0,9.0002,0.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.9637,0,0.0527,0,0,3.9528,0,0,0.0732,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"Azerbaijan",23.3741,2.1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.017,0,0,0,0,0,0.7406,9,0,0,0,9,103.4015,4.8387,2.6617,1.3352,0.0848,20.3048,0,1.6905,0.3513,0.0732,4.6392,18.7427,8.0101,1.6528,1.9037,14.1474,0,0,27.9142,0,2.3256,0,0,3.6558,73.1721,2.8505,1.9378,0.0582,99.8108,1.8331,4.583,3.9647,82.2858,19.9838,0,45.1535,0,0.0109,0.4721,0.7515,1.7894,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069,0,0,0,0,0,0,0,0,0,0.3088,0,0,0,0.5181,0.1483,0.0084,0,0,146.4855,37.2168,0.093,1.687,0,0.242,0,0.4251,2.3875,0,0,0,0,0,0,2.06,28.8707,32.2003,0.5617,2.1039,4.4343,0.3694,0.0262,0.1537,0.0152,0.0082,0.5611,0.3523,0,0.0796,0,0,0.0345,9,0,0.3762,0,0,0.0617,0,0.4429,0,0,0,2.9624,0,0.002,0,0,0,0,0,0
"Finland",28.3645,78.6746,36.9398,16.2512,0.1345,13.6363,0.119,1.0054,1.1909,0.0726,0.0034,0.213,0.0045,0.236,0,45.5784,0.057,8.8616,8.4934,1.6685,7.0398,9.3102,22.071,55.3315,23.4661,7.6762,0.3505,10.5773,1.629,42.9613,1.5755,0.0253,26.2496,17.1418,0.9067,1107.6637,11.0271,424.2269,33.7948,2.1452,964.322,0,35.3656,479.2099,60.8896,595.0151,80.5029,119.4892,37.297,11.087,440.8031,0,4.7579,1.0565,0,21.2632,0,0,70.3938,9.3212,5.5246,0.1958,0.7818,277.1533,110.4591,32.9194,19.4995,29.676,1.5255,0.0773,0.0012,0.0109,0,573.6804,67.4841,210.5347,13.0007,0,0.0187,1.1565,0,0.3656,1.0682,4.8248,0.1597,0.2806,0.1149,5.4494,0.6876,0.3992,8.3013,0.6058,0.5497,0.7396,5.1055,56.9105,0.4687,0.1103,0.0235,0.3073,7.1508,1.6693,1.6301,13.0933,2.3514,0.1205,0.7089,0.4825,2.6346,1.1656,7.1531,4.7459,22.6558,0.4165,32.2797,0.4688,1.1551,0.7028,7.6927,0.0784,0.0033,1.539,0.1462,15.8339,19.3469,35.6558,9.8827,0.4496,104.2567,72.4721,0.5502,119.7868,10.8787,25.4846,7.1284,53.9309,69.1901,2.2017,26.2341,4.1535,2.8053,7.0506,7.6014,6.3636,23.7121,0.7966,0.0545,8.0313,1.5245,2.6392,1.9618,40.8469,0.046,0.9353,807.1979,19.8742,0.0009,8.9458,12.0647,0.121,0.0191,0.2463,2.4332,60.9756,1.6446,0.0248,3.8244,85.2771,7.328,0.5822,2.3444,79.3374,165.4188,24.4755,23.8561,0.0039,0.0005,0.076,0,0,0.0033
"Sweden",545.4326,443.1195,49.6116,5.639,1.7039,2.9035,4.3099,2.1638,0.2318,0.0206,0.0764,0.535,2.4604,0.7875,0.2367,332.8917,0.112,0.1341,15.6414,5.9859,2.1927,11.6239,42.6042,12.8668,8.064,0.8909,0.0829,3.091,43.0033,24.3522,25.2128,4.036,13.0434,57.5622,9.0683,1529.606,52.5352,636.3701,719.978,45.7016,1001.6516,0,210.1251,642.5206,308.1021,148.874,134.3534,307.5113,60.3762,13.0716,510.2859,0,1.172,0.2675,0,82.7666,0,0,159.2555,35.441,17.921,0.0909,15.4627,195.1931,6.4254,16.5475,27.8384,11.5132,2.1266,2.6022,0.355,0.4721,573.6804,0,615.7705,511.8296,90.2127,0,0.0448,1.0249,0.0975,1.2404,0.0021,7.4109,0.306,1.8908,0.5513,4.3054,2.0241,0.6439,1.979,0.867,19.0965,0.2531,2.1202,40.7945,0.4565,0.0509,0.2028,0.1603,3.4114,2.8579,6.4457,31.9512,1.7711,0.5597,0.0296,0.4988,16.008,11.4504,10.2682,18.2255,7.2897,0.0387,16.7728,0,0.8007,11.424,3.9432,4.4839,0.2918,1.3468,0.7914,90.2827,1.635,55.7466,4.1185,9.717,284.8615,113.6492,3.5931,130.278,43.2968,8.506,30.4125,201.8489,170.4395,3.6901,72.2106,5.6013,17.9725,123.6902,24.309,0.6551,0,0.3164,0.0687,2.8634,5.5022,255.458,0.0164,145.7022,1.5654,107.8662,1282.1763,37.2824,0,20.866,2.7367,0.7334,4.8575,0.3569,0.733,147.35,0.0262,0.7372,4.2074,123.4308,226.605,7.0138,18.6007,197.4841,631.9555,0.37,75.883,1.8703,0.1202,0.5464,0,0,0.0348
"Norway",161.5588,866.9349,18.2978,0.194,1.8963,12.0727,95.4781,1.6003,2.4149,0.7402,0.7023,0.2253,0.3074,1.7861,0.7448,25.863,0.0856,2.0826,5.5366,1.5293,3.2104,11.4385,92.1333,18.3144,7.3858,0.1924,91.7532,4.1445,6.2533,7.3495,0.3032,0.1885,2.0199,45.0471,2.6441,4317.3982,125.1815,627.6471,810.0696,51.4203,2024.2849,0,54.1695,159.8325,133.4833,2085.6826,221.7261,144.2057,8.1473,14.4019,42.9036,0,0.0105,0.2149,0,50.2303,0,0,7.3035,0.0776,1.3678,0,0.9925,43.9,5.8274,8.9689,3.1664,13.6655,8.6233,0,0,0.7515,67.4841,615.7705,0,76.9002,201.936,0,1.8462,0.0536,0.1609,0.1762,1.2556,1.8361,5.5159,0.3225,0.442,1.9355,22.4124,0.112,400.8214,0.1879,3.755,1.5864,1.3678,48.1975,27.1811,0.0027,0.5637,6.5801,0.1668,2.3424,5.8576,17.0425,0.0644,0.17,0.1317,0.2024,1.4165,5.1242,5.615,4.1307,1.9496,0.6144,28.4335,2.3976,0.2092,67.8252,2.285,0.9059,0,0.3872,0.1126,32.644,29.5794,1.8909,9.5953,0.92,54.0487,43.8756,0.6818,10.1836,0.7931,1.4828,1.535,20.4782,29.9058,3.8326,6.2839,6.3461,2.1334,28.5679,3.6486,0.7547,0,0,0,0,0,194.2558,0,186.9338,0.2854,76.8172,925.4301,45.8483,0.5954,21.7824,0.7,0.5605,3.4604,0.07,0.2156,21.5613,2.1346,0.3057,7.8848,17.515,65.9908,0.1287,12.6009,1.3989,12.006,0.0685,29.4386,0,0,0.212,0,0,0.0161
"Denmark",132.5265,6.8619,43.6363,10.1569,1.2248,24.7655,0.2505,0.6212,1.0906,0.276,0.9451,0.9083,0.8581,0.6388,0.4544,122.4994,3.4948,0.5763,1.8932,4.7371,1.2246,4.0037,4.3941,86.4363,34.5346,0.8669,0.1345,1.9932,8.2637,120.4233,5.9597,0.918,20.1134,156.7947,0.2258,1393.4306,36.7005,731.3015,327.3131,20.7767,396.2476,0,0.3818,492.1677,142.9608,811.8828,136.6884,19.3986,11.753,27.6566,563.5875,0,11.085,0.7044,0,45.9778,0,0,247.3117,31.9766,0.2898,4.9085,13.0215,91.1592,6.4789,1.4367,17.5515,2.8668,0.7712,4.5457,3.5171,1.7894,210.5347,511.8296,76.9002,0,42.5407,0,0.0006,0.1812,0.0154,3.9222,0.5972,4.9715,3.5371,0.7579,1.0828,80.6397,1.9232,2.8713,264.2693,2.1098,12.791,1.2578,1.4551,48.4718,0.5457,0.4915,0.1156,1.0447,4.8967,3.6538,9.8482,18.0396,1.0823,2.1986,6.1629,4.2852,11.0565,8.5212,15.6952,9.48,0.2347,2.5507,27.4956,0.0982,1.8417,2.511,0.802,1.6608,0.0952,1.8028,1.0494,7.5426,37.5341,7.0009,20.0174,14.6863,162.1409,19.8698,4.1,79.0855,9.9526,32.1022,16.8891,97.9887,132.1945,17.66,54.6513,18.069,12.6913,96.7829,23.4929,0.2776,0.8314,0.96,0.0341,2.0967,1.3145,418.5627,2.7874,111.7144,0.8776,74.9392,154.3144,18.7616,0,19.9876,25.255,4.4815,5.4348,0.2842,1.5049,38.699,1.0035,1.4596,1.2725,8.3494,156.0446,10.4254,2.4601,22.3377,122.6868,4.861,17.4156,0.0682,0.4604,0.0425,0,0,0.0063
"Iceland",34.5596,6.1369,0,0,0,0,0.0656,0.0005,0.144,0,9,0.0011,0.0022,0,0,0.6062,0,0.0447,0.0799,0,0,0.7741,2.3687,0.4986,0.0011,0,0.0018,0.0256,0.005,1.3623,0.0514,2.081,2.1173,17.1855,0.013,278.9036,5.7727,94.2645,3.4791,0.2208,108.4081,0,16.7034,67.786,21.9635,27.3759,5.6204,7.631,0.744,4.1152,37.4748,0,0.0026,0,0,0.8608,0,0,14.2699,0.0939,0.181,0,0.3316,21.8798,0,0,0,9,9,0,9,9,13.0007,90.2127,201.936,42.5407,0,0,0,0,0,0,0,0.0166,0.0151,0,0.0302,0.0045,0.0035,0.195,0,0,0.0207,0,0.0336,13.2646,0,0.0013,0,0.0982,0,0,0.0471,0,0,0,0,0,0,0,0,0.0022,0.164,0,0.0565,0,0,0,0,0,0,0,0,0.8111,0,2.1709,0,0.1678,0.0851,1.4789,0,2.0047,0,0.0018,0,5.0737,1.0742,0,0,0,0,0,0,0,0,0,0,0,9,10.7598,0,12.1473,0,10.289,45.1218,1.6915,0,0.877,0.0077,0.0513,0.4575,0,0,0.8106,0,0,0.542,1.1521,2.1544,9,0.4081,0,41.7427,0,1.4282,0,0,0.007,0,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5793,0.2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",2.56,0.1515,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0.0076,0,0,0,0,0,0,9.0704,9,0,0,0,2.1194,0.158,0.0214,0.1975,0.0125,3.1633,0,0.0292,0.1316,12.2153,0.5213,0.1353,0.0224,0,0.242,1.2191,0,0,0,0,0,0,0,0.04,0,9,0,0,9.1,0,0,0,0,0,0,0,0,0.0187,0.0448,1.8462,0.0006,0,0,0,0,0,0,0,0,0,0,0,0.0091,0,9,9,0,0.0022,0,0,0.0005,0.0198,0,0,0,9,0,0.0044,0,9,0,0,0,9,0,0,0,0.0223,0,1.5547,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,0.8171,0,0.0748,2.9495,0.0064,0,0,0,0,0,0,0,1.1316,0,0,0,0.0159,0,0,0,9,0.0153,9,0,0,9,0,0,0,0
"Guinea-Bissau",1.43,0.0047,9,0.8613,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,0.025,0,0,0,0,0,0.121,9,0,0,0,9,2.0394,0,7.4871,1.9558,0.1242,6.3561,0,0.281,4.8116,24.3239,2.058,0.0891,0.0311,0,0.0088,3.6583,0,0.0199,0,0,0.8276,0,0,0,0.044,0,0,0.11,0,0,0,0,0,0.095,0,0,0,1.1565,1.0249,0.0536,0.1812,0,0,0,0,0,0.2356,0,3.4779,0,0.0018,0,3.0321,0.0904,0,0,9,9,0.0836,0,0,0,0,9,0,0,0,0,0,0,9,9,0,9,0.0015,0,0,0.0062,0,0,0,0,0,0,0,0,0,9,0.142,0,0,0,0,0,0,0,0.1397,0,0.0028,0,9,0,9,0,0,0,0,9,0,0,0,0,0,0,2.6433,0,3.3817,9,0,5.8159,2.8899,0,2.3965,0,0,0,0,0,20.6834,0,0,0,0.0007,0,9,0,0.4729,0.2821,9,0,0,0,0,0,0,0
"Equatorial Guinea",11.89,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0.0341,0.0177,0,0,0,9,2.5888,0.0007,0.5819,1.8618,0.1182,6.9807,0,0.025,2.5691,1.8628,1.7638,0.0055,0,0,0.0176,0.1028,0,9,0,0,0.6756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0.1609,0.0154,0,0,0,0,0,0,9,0.0257,0.0004,0.1632,0,4.3045,0,0.0027,0,9,9.005,0.0023,0,0,0,9,9,0,0,0,0.0221,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0.6865,0,0.0181,9.2541,0,0,0,0,0.0484,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.1202,0,0.0873,0,0,1.0152,0.0073,0,0.1656,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0
"Gambia",10.12,0.0376,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0049,0,0,0,0,9,9,0.0082,0,0,0,0,0,1.441,9,9,0.0437,0,0,33.2644,0.5125,17.9902,102.7668,6.5233,23.0628,0,0.9994,0.8962,0.0634,15.7893,3.0943,2.8466,0,0.3509,22.4666,0,0,0,0,0.5889,0,0,0.1418,0.069,0,0,1.76,0.2,0,0,0,0,0,0,0,0,0.3656,1.2404,0.1762,3.9222,0,0,0,0.2356,0,0,0,11.0326,0,0.0071,0,14.0481,7.5786,0.0005,0,0.0075,0.289,0.0001,0,0.4589,0,0,9,0,0,0,0.0044,0,9,0,0,0,0,0,0,0.0004,0.0333,0,1.3528,0,0,0,0,0.0206,0,0,0,0.3833,0,0.0297,0,0,9,0,0,0.0517,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9618,0,6.1534,0,1.32,24.8325,7.3156,0,6.7603,0.0451,2.1736,0,9,0,16.9008,9,9,0,0.4095,0,0,0,0.4537,0.0551,9,0.0371,0,0,0,0,0,9
"Mali",10.94,0.5393,9,0,9,0,0,9,0,0,0,0.0007,0,0,0,0,0,0,9,0,9,0,0,0.022,0,9,0,0,2.3628,0.9504,9,9.09,9,0,9,18.0238,22.2425,14.4506,9.8639,0.6261,143.7021,0,1.9779,8.6371,6.1257,12.1352,0.3894,1.3398,0,0.8965,14.256,0,0.0002,0,0,1.0127,0,0,0.0737,0.0024,0,0,0,0.3,0,9,0,0,9,0,0,0,1.0682,0.0021,1.2556,0.5972,0,0,0,0,9,0,0,42.7704,0.4123,0.2081,0.2456,124.4997,0,1.3416,0,0,0.0007,0.7423,0,1.2651,0,0,0,5.9163,0,9,0.0055,9,9,0,0,9,9,0,0,0,0.9167,9,1.8315,0,0,0,0,0.0121,0,0,0,5.6227,0,3.7497,0.0033,9,0,0,0,0.1606,0,0,0,0,0,9,9,9,0,9,9,0,0,0,0,0,0,28.9307,0,3.5568,0,7.2,7.8559,5.8467,0,0.0339,0,0,0,9,0,24.078,9,0,0,1.3069,9,0,0,6.7367,0.3794,0,0.0016,0,0,0.277,0,0,9
"Senegal",68.9531,19.2993,0,0,0.0001,0,0,0.0016,0.0055,0,9,0,9,0,0,0.1271,9,0.0007,0,1.8458,0,0.0122,0.0506,0.772,4.8929,0,0,0.0068,1.9509,16.3144,0,0.0967,0.3091,1.0143,0,16.7349,0.5361,19.9873,27.0528,1.7172,212.0924,0,3.3071,12.2665,3.436,28.4659,5.984,2.2245,0.2168,2.8455,2.6448,0,0.0704,0,0,0.4487,0,0,2.8485,0.7787,0.0006,0,0.0882,7.643,0,0,0,0,9.006,0,0,0,4.8248,7.4109,1.8361,4.9715,0.0166,0,0,3.4779,0.0257,11.0326,42.7704,0,10.7153,4.7151,0.2403,62.3146,19.5505,8.2483,0.5083,1.8429,0.8804,3.2646,5.6914,73.2931,12.8532,0.8184,0.6306,5.9578,0.2952,0.0191,0.1144,0,0.0008,0.0048,0,0,0.0017,10.7318,0,0.0467,0.2007,0.3245,0,9.0109,0,0,0.2709,0.0524,0,0.0006,0,5.7986,1.4292,1.8866,0.6423,0,22.5686,2.4513,0,0.3587,0.055,0.9297,0.0004,0.0126,1.0714,0,0.0103,0,0.0022,0.1735,0.213,0,0,0,0,0,0,23.703,0,6.7435,0.3102,4.6725,33.6212,113.4608,0,21.2507,0.7256,1.7499,0.0358,9,0,45.507,0,0,12.1038,2.3323,2.297,0,10.3596,1.8114,0.3959,0,9.2898,9.0002,0,0.008,0,0,0
"Benin",22.7554,0.6045,0.2418,9,0,9,0,0.0276,0,0,0.0083,9,0,9,9,0,0,0.1285,0,1.5943,0.0026,9,0,0.027,0,0.0642,0,0,0,4.288,0.0145,0,0,0.0529,9,16.5552,0.5818,37.8295,4.4947,0.2853,102.4954,0,1.4077,1.9878,18.1813,14.907,0.2278,0.034,0.0076,4.4908,6.5739,0,0.0002,9,0,0.034,0,0,0.1209,0,0.0038,0,0.3287,9.1,0,9,9,0.0151,9.095,0,0,0,0.1597,0.306,5.5159,3.5371,0.0151,0,0,0,0.0004,0,0.4123,10.7153,0,3.5438,3.642,6.0921,0.0623,3.4187,0.0112,0,0.008,2.0646,0.0491,4.7182,0.1109,0.0077,0.0009,1.311,0.5885,9,0.068,0,0,0,0,0.0461,0,0.0483,9.0189,0,0.068,9.1549,9,0,9,9,9.0189,1.617,0,0,9.0011,17.9259,0,2.3046,0.023,0,0.0453,0.8047,0.1812,0.2002,0,0.0216,0,0,1.3394,0,9,0,9.0004,0.0034,0,9,0,0,0,0,0,16.2434,9,0.7783,0.2953,0.341,20.3273,2.4488,0,13.7915,0.9181,0,0,9,0.0227,64.4093,0,9.0021,1.2316,0.2633,0.7896,9,0.4094,1.7311,0.0831,9,0.0151,9,0,9,0,0,9.0038
"Mauritania",44.3,1.0612,0,0.0062,9.0047,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0.0055,2.0702,9,0,0.601,0,0,16.1737,2.4465,12.1062,13.1832,0.8368,113.3694,0,0.7629,6.018,0.2802,25.6919,0.3916,0.6298,0,0.9878,21.8448,0,0.0001,0,0,0.611,0,0,4.2426,0.0445,0,0,9.68,5.8,0,0,0,0,0,0,0,0,0.2806,1.8908,0.3225,0.7579,0,0,0,0.0018,0.1632,0.0071,0.2081,4.7151,3.5438,0,0.4707,10.9689,0.0096,1.9184,3.8176,9,0.604,3.4573,0,0.0328,0.4896,0.0086,9.0033,5.4025,0.0614,0,0.0011,0,0,0,0,0,0,9,0,0,0.4713,0.2474,9,0,0,0,0.0106,0.0049,0,0.0107,9,7.4911,17.8618,0.2513,0.5723,0,0,0,0,1.5693,0.0049,0.0638,0.0015,0,0.3475,0,0,0,0,0.1545,0,0,0,0,0,0,0,16.0924,0,1.2195,0.0002,0.12,128.664,4.7031,0,0.3623,0.0056,9,0.242,9,9.004,15.5755,9,9,0,0.4242,0,0,0,10.7667,5.2149,0.0014,0,0,0,9.0011,0,0,0
"Niger",10.3985,7.2131,9,0,9,0,9.0038,0,0,0,0,0,0,0,0,0.0642,0,9,0,9,0,0.0076,0.0227,0.034,0,0,0,0,0.0011,0.9747,9,9,0.9596,0.1554,0,6.1322,0.2652,9.7487,5.3504,0.3396,89.2782,0,0.8503,0.8278,1.1365,9.5792,0.0997,0.2331,0.1511,0.5619,10.6919,0,0.0076,0.0038,0,0.0416,0,0,0.0227,0.3753,0.0038,0,0.0189,0.1322,0,0,0,0,9,0,0,0,0.1149,0.5513,0.442,1.0828,0.0302,0,0,0,0,0,0.2456,0.2403,3.642,0.4707,0,31.7337,0.1133,2.1563,0,0.0038,3.7013,0.3442,0.4118,43.5869,1.1069,0.0038,0.2682,0.0076,0.0378,0,0.1473,0.0038,0,0,0.0023,9,0.1058,0.034,0.0264,0.0037,0.2227,0,0,0,0,9,0,0.0056,0,0,0,0.2773,9.086,0.0529,0.0252,0,0,0.0944,0,0.0604,0,0,0.0084,0,0.1851,0.0264,0.0567,0,0,0.0038,0,0,0,0,9,0,0,7.9526,0,0.0831,0.0151,0.2758,16.2569,0.9294,0,7.6314,0.17,0,0.0038,0,0,0.3036,9,9,0.0264,0.7157,0.034,9,0,0.009,0.0102,0,0.0032,0,0,9.003,0,0,9
"Ivory Coast",108.2208,6.9407,1.1376,0.1698,0.0001,0,0.0164,24.5051,0.0017,0.006,0,0,0.1643,0.1154,0,1.2156,0.0004,0,0.7638,0.0003,0,0.081,3.363,0.033,14.1059,0,0.023,0,0.024,41.0922,0.0003,0.025,0.2054,0.2205,0.002,42.0729,7.5625,170.5946,96.777,6.143,264.2546,0,1.7037,92.4642,16.0018,253.6077,6.1885,6.6638,9.2364,24.2084,194.4131,0,2.0407,0,0,0.6932,0,0,47.6519,2.307,0.1711,0,4.1833,21.0092,0,0.1091,0,0,0,0,0,0,5.4494,4.3054,1.9355,80.6397,0.0045,0,0.0091,3.0321,4.3045,14.0481,124.4997,62.3146,6.0921,10.9689,31.7337,0,90.6951,80.9421,25.6952,25.9918,22.1859,32.9382,1.243,302.6743,11.1071,2.8694,0.9761,1.6347,16.3483,0.0136,1.1386,3.511,0.317,0.0141,0.0497,0.0195,0.1099,2.7651,3.0096,0.1486,5.4091,0.0019,37.666,0,0,0.0022,1.6194,0.0491,0.0065,7.3212,0.0005,20.7055,0.6813,25.0059,1.2955,0.0014,0.0927,1.3832,0,0.0828,0.2248,0.8391,0.1948,0.9552,3.3634,0,0.0076,0,0.0089,1.9613,0.025,0,0,0,0,0,0,54.0147,0,11.2233,0.2079,3.103,78.0246,9.3087,0,0.0451,6.597,3.2088,0.0563,0,0,29.074,0,0,18.797,5.2567,4.2004,0,0.5893,8.8636,1.5054,0,5.5596,0.0904,0,0.018,0,0,0
"Guinea",58.55,7.3554,0,9,9,0,0,4.3212,0,0,0,0.0006,9,0,0,0,9,0,0,0,9,0,0,0.0627,0.0044,0,0,0,0,14.8654,0.0007,0,0.1881,0.6633,0,14.8291,77.7887,34.768,48.5201,3.0799,177.8253,0,6.8793,51.316,0.0549,5.0055,2.0306,0.9136,0,1.1209,3.6621,0,0.0003,0,0,10.3682,0,0,6.158,0.0073,0,0,0.3733,50.8,0,9,0,0,9.119,0,0,0,0.6876,2.0241,22.4124,1.9232,0.0035,0,0,0.0904,0,7.5786,0,19.5505,0.0623,0.0096,0.1133,90.6951,0,0.0004,0,0.086,0.208,0.201,28.9775,15.8032,0.0233,0.0046,0,0.0038,0,0,0.0011,0,0,0,0.4016,9,9,0,0,0,0.0009,9,4.3441,0,0,0,0,0.0052,0,0,0,6.6008,0.7392,0.3654,0.098,0,0,0,0,0.0044,9,0,0,0.33,0.6259,0,0,0,0,0,0,0,0,0,0,0,0,33.6433,0,6.5496,0,1.44,25.0992,0.2858,0,7.833,0.3104,0,0.3124,0,0,0,0,0,0,0.2395,296.5783,9,0.1518,0.2383,1.8412,0,0,0,0,9.004,0,0,0
