"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Grenada",65.7262,6.0203,0.0216,0.0066,0,1.1179,0.4992,43.495,3.923,1.1847,0,0.4557,0.21,0.8367,0.4485,0,0.0011,9,0,0,0,0.0186,0,0.1017,0,1.9999,0.0102,9,0.0022,0.9278,0,0,0.09,0.6143,0.5339,14.2196,0.1209,4.5174,0.1871,0.0149,1.1187,0,0,0,0.4499,0,0.0624,5.1032,0.01,0.1563,0.028,0,0.0058,0.5305,0,0,0,0,0,0,0,0.1525,0.0106,0.0036,0.016,9.0007,0.01,0.0026,0.16,0.0051,0,0,0.0958,0,0,0,0.0906,0.1979,1.1273,0.9243,0,0,9,0,0,0,9,0,0,0,0,0,0.0447,0,9,9,0,0.001,0,9,9,0,9,0,0,9,9,0.0616,9,9,0,0,0,0,9,9,0.002,0.0493,9,0,9,9,0,0,0,0,0,9,9,0.0003,0.0016,0,9,9,0.0049,9,0.0178,0,0,0,0,0,0,9,9,0,9,0.0304,9,0,0,9,0,0,2.8614,0,0.9619,9,1.0071,11.0014,0.025,9,9,0.7721,0,0,9,0,0.254,9,9,2.02,0.0455,9,9,0,0.9995,0.9306,0,1.6383,0,9,0,0,0,0,0,0,0,9
"St. Lucia",123.4115,11.3034,0.0725,0.0975,0.0163,0.7707,3.1502,47.7604,5.6851,0.35,0.4557,0,3.5944,1.1711,0.1963,2.2381,0.1727,0.8315,1.9278,0.0593,0.0048,0.2656,1.2741,2.114,1.7252,2.6834,0.0661,0.0678,0.0474,2.0771,0.0333,0,0.4833,0.2944,0.0137,18.5757,0.4485,4.2523,0.7815,0.1071,6.2808,0,0,0.4896,0.277,0,0.0226,2.8663,0.0734,0.1081,0.0878,0,0.0165,2.9351,0,0.0019,0.0019,0,0,0,0,0.002,0.007,0.1682,0.0133,0,0.0333,9,0.003,9.0068,0,0.0015,0,0,0,0,0.4544,0.3601,0.6248,0.7635,0.0007,0,0,0,0,0,0,0,9,0,0,0,0.0019,0,0,0.0008,0,0,0.0474,0,0.0106,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0.0015,0.0059,0.0211,0,0,0,0.0826,0.0011,0,0.0007,0,0.0019,0,0,0,0,0.0056,0.077,0,0.0126,0,0,0.6578,0.023,0.0059,0,0.0015,0,0,0.0192,0,0,0,0,0,0,0,6.6096,0,1.6352,0.4463,0.8852,19.8401,0.6278,0,0.4504,0.1374,0.04,0.1219,9,0,1.7285,0,0,0.0311,0.3985,0.363,0,0.5722,0.4175,2.2495,0,1.3519,0,0,0,0,0.0007,0,0,0,0,0
"St. Vincent and the Grenadines",69.3881,4.9055,0.0572,0,0.0359,0.225,0.4652,27.3513,4.5055,1.2469,0.21,3.5944,0,3.0982,1.3012,1.0115,0.1866,0.584,1.1514,0.0294,0,0.3955,0.591,0.6151,1.3033,2.3071,0.017,0.0004,0.0041,1.98,0,0,0.0221,0.1182,0.2355,8.5843,0.6612,1.7302,0.1982,0,73.5998,0,0,0.0939,10.0272,0,0.0496,1.6969,0.0306,0.0153,0.028,0.0309,0,4.8777,0,0.0084,0,0,0,0,0,0.002,0.5898,0.0023,0.0204,0,0.4245,16.5214,0.47,0.0255,0.0021,0,0,0,0,0,6.2485,0.1545,41.4345,4.1585,0.0447,0,0.0003,9,0,0.0755,0,0,0.0013,0.0002,0,0.7288,0,0,9,0.0041,0,0.0123,0.0007,0,0,9,0,0,0,0,0.0002,0.0001,0,0.0005,0,0,9,0,9,9,9,0,0.0067,0.2375,0.0033,0,9,0.0001,0,0,0.0024,9,0,0,0.0292,0,0.0001,0.0007,0.0909,0,0.0001,9,0.0023,0,0.0337,0.0004,0,0,0.0013,0,0,0,0.0004,0,0,0,0,0,1.8039,0,0.558,0,0.2016,7.4175,0.021,9,0.013,0,0,0.024,0,0,0.1364,0,0,0.0144,0.9275,0.1274,0,0.0003,0.3393,1.53,0,0.2715,0,9,0,9,0,9,0,0,0,0
"Antigua & Barbuda",93.1,7.2931,0.047,0,0,0.3527,2.3871,28.269,8.209,3.1744,0.8367,1.1711,3.0982,0,1.27,0,0.111,9,0,9,0,0.0826,0,0.1073,0,2.5946,0.0634,0.117,0.0863,1.7021,0.0176,9,0.08,0.0256,9.0384,50.0878,0.6398,1.7354,0.8528,0,37.6011,0,0,1.2,0.5916,0,0.9012,441.566,0.0612,0.1902,0.138,0.0309,0.0232,4.4974,0,0.0013,0,0,0,0,0,0,1.0938,0.0109,0.013,0,0.01,9,0.32,0.0766,0.0006,0,0,0,0,0.0177,0.294,2.325,4.2989,0.882,0,0,0,0,0,0,0,0,9,0,0,0.24,0.0029,0,0,9,0.0081,0.0166,0,0.1219,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0.0285,0.0015,0,0.7693,0,0,0,0,0.0001,0,0.0001,0,0,9.0098,0.3611,0,0,0,2.3167,0,0,0,0.06,0,0,0,0,0,9.0028,0,0,0.0131,0,0,0,0,0,9,0.775,0,0,0,3.6,0,0.225,0,0,2.4306,0,0,9,0,0,0,0,0,0.2301,18.0187,0,0.1327,1.5719,0.9744,0,0.0987,0,0,0,0,0,0,0,0,0,0
"St. Kitts and Nevis",51.1657,4.804,0.0168,9.0001,0.0023,0.3456,1.9917,16.1884,4.7431,0.3484,0.4485,0.1963,1.3012,1.27,0,0.6433,0.0167,0.0614,9.0216,9.0003,9,0.004,9.4096,0.3165,0.1876,0.248,0,0.0175,0.0091,0.408,0,9,0.0323,0.1177,0.0041,0.4402,0.0672,0.2396,0.0005,0,0.8698,0,0,0.1,0.1082,0,0.1223,0.1944,0.0526,0.0191,0.0634,0.001,0.025,0.0339,0,0.0002,0.0153,0.0629,0,0,0,9,0.2264,0.0035,0.0006,0,0.0024,1.1326,0.02,0,0,0,0.0689,0,0,0.0088,0.16,0.0096,0.3211,0.6215,0.0014,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9.0001,9,9.0001,0,9,9.0012,9,9,0,0,9,0.1033,9,0,0,0,0,0,0,0,0,0.0085,0,0.0055,9,0,0,9.0054,0,0,0.0052,0,0,0.0133,9.0007,0,0,9.0008,0.0069,0,0.0588,0,0.03,9,0.989,9.0032,0,0,9,9,9.0263,0,9.087,0.7,0,0,0,9,0.4635,0,0.2244,9.0489,0.1934,6.623,0.1243,0,9.0086,9.0041,0,0.0175,0,0,9.0631,9,9,0.0153,0.2608,9.0035,0,0,0.136,0.1662,0,0.1523,9,0,0,9.0009,0,0,0,9.0001,0,0
"Mexico",6295.05,3645.2913,8.4606,210.9663,12.4791,280.2998,67.0833,10.3262,11.1774,0.74,0,2.2381,1.0115,0,0.6433,0,43.039,507.046,162.9136,244.0555,60.6531,123.1954,144.1107,223.7841,159.1949,0,0,9.8955,1.7543,562.4494,36.3195,5.9948,173.1718,258.0196,7.6965,584.7968,296.685,55.6128,27.7447,3.018,1016.6362,0,0,674.8409,521.3942,0,71.7319,4051.3571,7.8431,140.8731,70.4744,14.1294,5.678,1596.9757,0,0.3072,0,2.0741,0,0,0,0.4598,2.3074,1.4045,12.9643,9.7543,30.1403,68.9506,1.86,0.0214,1.6148,43.7504,1.9195,0,5.9066,0.0251,175.0741,727.3996,6.3099,78.6055,1.8599,0,0,0,0,0.0157,0,0.1429,0.1484,0,0.065,6.3077,0.0252,0,1.3257,0,0,1.8334,5.4377,0.1904,0,0,0,0.9131,0,0,0.5866,1.2336,0,0,0,0,0,0,0,0.0569,0.5841,0.2146,0,45.648,9,0,0,0,0.0131,0,0.0978,0,83.7668,52.8488,2.4134,11.4179,0,13.3138,11.7509,0,17.1354,0,8.8351,1.5169,175.5693,0.1743,1.0941,43.5957,0,6.7582,0,2.8357,0,0,0,0,0,0.1,2042.6875,1.38,1621.3162,0,2968.7833,3930.8907,160.0889,0,10.4059,3.8608,0,40.4819,0.002,0,266.2331,0.22,0,13.669,1041.0244,2.5143,0.0793,388.2745,337.9687,32.296,0,104.5708,0,0,0,0,0,0,0,0,0,0
"Belize",102.142,4.9546,0.065,34.9475,0,1.7016,2.9442,1.4103,1.7352,0.2434,0.0011,0.1727,0.1866,0.111,0.0167,43.039,0,9.3823,1.1726,0.394,0.165,1.448,3.5245,0.5112,5.5535,1.5838,0.044,0.245,0.0006,2.4425,0.0066,0.0405,0.063,0.0695,0.0389,54.4216,4.7901,12.3042,0.2874,0.0702,3.0395,0,0,0.693,41.489,0,0.3222,1.824,0.0848,0.573,0.037,0.0035,0.0543,11.9368,0,0.002,0,0,0,0,0,0.0979,0.9083,0.0326,0.0005,9,0.41,2.069,0.79,0.0171,0.0376,1.6,0,0,0,0,0.0003,0.3032,0.0955,0.991,0,0,0,0,0,0,0,0,0,0,0,2.2906,0.0022,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.0008,0,0,0,9,0,0,0,0,0.0255,0.0386,0,0.068,0,0,0,0,0.0002,0,0.0023,9,0,0.01,0.0045,0,9,0,0.4542,0,0,0,0,0,0.703,0.001,0,0,0,0,0,0,0,0,0,9,0,9,3.1866,0,0,0.2015,2.476,67.0428,0.0915,0,0.024,0.6466,9,0.041,0,0.0015,10.07,0,0,1.22,0.6274,0.1025,0.0269,0.0566,0.1944,0.1571,0,0.2484,0,0,0,0,0,0,0,0,0,9
"Guatemala",427.9102,2.7026,0.2394,0,13.8837,32.2223,11.907,59.8728,6.9544,0.8141,9,0.8315,0.584,9,0.0614,507.046,9.3823,0,59.8879,71.9669,119.2,35.9094,46.8333,55.475,187.5,0,1.2155,21.451,8.8418,83.9366,0.1294,0.0564,9.675,31.2043,1.0755,20.5198,5.177,48.7171,23.0466,1.1142,24.5903,0,0,1.68,80.4695,0,1.176,14.9575,5.3519,0.3027,2.7894,1.1408,1.8326,63.4383,0,0.0461,0,0,0,0,0,0.2151,4.1829,0.0523,0.4237,9,0.187,7.0166,0.05,1.7084,0.3245,1.3,2.7256,0,0,0,3.4525,12.2238,4.9666,1.364,0.1321,0,0,0,0,0,0,0.0018,0.1257,9,9,0.2563,0.013,0,0,0,0,0.4067,0,0.019,0.2552,0,0,9,0,9,0,0.0001,9,0,0,0,0,0,9,9,0,0,9,1.0797,0,9,0,0,0.0007,0,0.0451,0,0,0.0002,0,0,0,0,7.4057,9,0.6307,0,0.81,0.63,17.06,41.5899,0,4.601,0.4308,9,10.703,0.6907,9,0,0,0,0,0,180.2344,9,84.4584,0,346.32,101.724,12.245,9,15.7248,0.2356,9,3.1995,0,0,8.4562,9.022,0,2.6972,2.153,10.5903,0.0021,0.2391,9.1166,10.6153,9,6.3853,0,9,0,0,0,0,0,0,0,0
"Honduras",219.77,37.0488,0,0,0,8.1211,4.1716,14.9323,2.4567,0.217,0,1.9278,1.1514,0,9.0216,162.9136,1.1726,59.8879,0,101.0405,40.2,72.746,12.1537,20.9225,26.5,0,0.0423,7.8903,5.9554,39.2777,0.0038,0,4.656,5.4424,0.0983,26.0832,12.8961,2.2853,27.4111,1.287,21.1217,0,0,23.52,2.7974,0,3.8563,43.6306,0.8511,0.3032,2.2996,1.4862,1.8634,5.0343,0,0.01,0,0,0.136,0,0,0.2427,0.951,0.0021,0.2588,9.091,0.233,11.3768,0.198,0.021,0.0384,2.42,0.0362,0,0,0.0005,1.2589,2.7331,0.7627,0.3976,0.0616,0,0,0,0,0,9,0,0.0129,0,0,0.0976,0,9,0,9,0,0,0,0,0,9,0,0,0,9,0,0.0023,9,0,0,0,9,0,0,9,0.0139,0.0088,0,2.2862,0,0,0,0,0,0,0.0047,0,0,0.0018,0.069,0,0,0,6.5402,0,0.0506,0,0.3,0.0165,10.48,0.1418,0,0.2549,0.025,9,0,0.0255,0,0,0,0,0,0,92.0754,0,67.3506,0,119.88,46.7954,11.5225,0,4.0155,0.0953,0,0.3267,0,0,7.9517,0,0,0.5053,0.893,4.3045,9,0.0329,2.6321,0.5123,9,0.5831,0,9,0,0,0,0,0,0,0,9
"El Salvador",468.7614,2.8916,25.4875,0.0243,0.0906,5.9005,0.8762,4.492,0.2021,0.0022,0,0.0593,0.0294,9,9.0003,244.0555,0.394,71.9669,101.0405,0,36.9445,16.9842,69.9678,36.6709,42.5079,0.1045,0.013,80.0461,6.0378,33.2871,0.0602,0.1033,10.1857,8.752,0.3644,7.1952,1.2332,11.3541,14.3511,0.1673,6.3069,0,0,6.3678,33.3447,0,0.3165,29.745,0.1924,3.0462,0.1939,3.592,0.1368,22.5353,0,0.0532,0.0092,0.0028,0,0,0,0.4768,0.0461,0.001,3.0837,0,1.0023,8.5495,2.33,0,0.0083,0,0.7547,9,9,9,0.1574,20.7404,0.1221,13.7069,0.0507,0,9,0,0,0,9,0,0,0,9,0,0.0505,9,9,0,0.0012,9.0014,0.0026,0,9,0.0148,0,9,0,0,0,9,9,9,9,0,9,0,0,0.002,0.007,0,0,0.9883,0,0,0,0,0,0,0.2189,9,2.2373,0.0804,0.0988,0,0,0,1.0719,0,0,9,0.12,0,2.1268,18.6803,0.8938,0.1247,0,9,0,0.0008,0.1174,0,0,9,0,0,35.4744,0,0,0,39.6015,109.5906,2.578,9,0.6757,9.0382,9,0.3395,0,9,6.6162,0.0012,0,0.0284,5.5704,10.5065,0,0.7301,1.7559,3.1613,0,11.8819,9,0,0,0,0,0,0,0,0,9
"Nicaragua",138.8,2.7204,0,1.53,0,2.2348,0.0642,2.6159,0.0004,0,0,0.0048,0,0,9,60.6531,0.165,119.2,40.2,36.9445,0,184.8154,128.3261,11.1045,128.7,0,0,14.47,1.4756,13.0703,0.04,0,4.58,5.1746,0.7519,3.1558,0.5746,2.5174,7.8636,0.1635,5.2597,0,0,7.2,0.849,0,0.7144,20.998,0.0566,1.1708,0.093,0.6735,0.0481,5.1873,0,0,0,0.0459,0,0,0,0.037,0.1639,0.1834,0.011,0,0.01,10.3407,0.002,0.0069,0.0355,2.8,0.7932,0,0,9,2.804,0.797,1.1878,0.353,0.0704,0,0,0,0,0,9,0,0,0,0.0016,3.0429,9,9,9,0,0,0,0,0,9,0,9,0,0,9,9,0.0026,9,0,0,0,0,0,9,0,0.5345,0.0435,9,0.1715,0,0,0,0,0.0291,9,0,9,0,0.0081,0,0,0,0,1.81,9,0,0,0.01,0.0388,2.3,0,9,9.0191,0,0,0,0.1313,0,0,9.5261,0,0,2,18.7757,0,0,0,40.8,92.5544,2.15,9,1.0753,9.2568,0,0,9,0,5.6075,0.03,9,0.539,0.7273,0,0,0.2541,1.5149,0.3032,9,0.1518,0,0,0,0,9,0,0,0,0,9
"Costa Rica",2446.0176,64.4163,1.4803,3.2108,5.918,18.9069,10.9325,12.1725,2.7684,1.3856,0.0186,0.2656,0.3955,0.0826,0.004,123.1954,1.448,35.9094,72.746,16.9842,184.8154,0,31.8902,81.4214,221.0244,0.6343,0.446,3.3757,3.5048,88.2932,0.3932,0.0428,35.0868,27.2605,4.5675,531.3381,19.7034,511.1108,187.684,0.5095,29.3674,0,0,15.9851,3.3634,0,17.7707,135.026,23.5974,5.1478,15.1035,4.6175,1.4722,5.8904,0,0.4264,0.0401,0.1344,1.7261,0,9,1.8253,0.5837,0.6076,0.4875,0,0.9471,10.0425,0.85,2.404,4.5018,4.7223,1.6661,0,0,0.0637,24.2893,52.6019,19.4557,19.2859,1.2548,0,0,9,9,9.0037,0,0.012,9,0.0771,0.031,0.0888,0,0,0,0,0,0.006,0.7299,0.0033,9,0.0567,9,0.0018,0,9.0176,0.0433,0.0028,0,0,0,9,0,9,0,0.0057,0.0073,0.0213,9.4183,3.7944,0,9,0.072,0,0.1031,9.002,0.1213,0,2.9378,0.0069,1.969,0,0.0307,0.0164,3.4099,0.0267,0.0594,0.022,0.71,0.0644,15.1628,0.7826,0.0048,0.4212,0.0192,0.0553,0.1958,0.1189,9.8079,0,9.0015,9,9.0035,45.1,23.9926,9,0,101.2125,43.9581,168.4568,3.8182,9,0.3147,0.4391,0.0049,0.1166,9,0.0317,2.2129,9.017,0.001,0.4429,2.4104,17.4537,9,9.1862,6.8979,19.4908,0.0065,1.8028,2.2942,9,0,0,0,0,0,0,0,9
"Panama",841.8261,8.4282,0.9871,2.9718,3.5649,131.9994,30.6986,40.7044,3.2166,0.5093,0,1.2741,0.591,0,9.4096,144.1107,3.5245,46.8333,12.1537,69.9678,128.3261,31.8902,0,54.4019,90.6955,0.4212,0.0186,181.4105,82.8664,13.3917,9.6247,0.104,12.2429,15.2009,5.469,21.8506,3.9401,15.1389,2.7664,0.4585,16.9852,0,0,19.0346,25.0712,0,13.7112,102.7324,0.8766,1.3647,1.0913,8.454,2.4072,32.4979,0,0.0915,9.0015,0.4869,0.85,0,9,0.4168,8.7551,0.6176,0.9195,0.199,0.4123,128.9532,1.3399,1.1546,0.0867,2.9496,0.1964,23.5807,0.0043,0.295,47.9884,23.823,0.0916,4.1183,1.4022,0,0,9,9,0.0564,0,0.0022,0.03,0,0,3.2628,0,9,9,0,0.4043,0.0265,0.3492,0,0,0,0,0,0,9,0,0.0013,9,0,9,0,0,0,0.0241,0,0.0008,0.0236,0,0.5298,0,0,0,0,0.0163,0,0.1251,0,0,0.0169,0.4053,0,0,0.0826,14.5093,0,0.2258,0.0397,0.0292,0.1873,0.9364,1.4572,0,0.0041,0,0.433,0,0,0,0.6,0.007,0,0,16.4,22.446,0.03,19.8294,0,38.5948,186.9979,2.2107,0,0.665,0.1954,9,1.023,0.0061,0,59.2298,0.02,9,3.4628,4.6241,17.4017,0.0005,6.3139,1.518,1.0462,0,11.9847,9,0,0,0,0,0,0,0,0,9
"Colombia",2482.3123,57.1336,5.6767,25.8856,24.7136,74.8071,17.5941,121.5211,1.672,0.5028,0.1017,2.114,0.6151,0.1073,0.3165,223.7841,0.5112,55.475,20.9225,36.6709,11.1045,81.4214,54.4019,0,129.5909,1.067,3.2646,110.4055,234.3092,215.9379,168.3399,2.3524,57.9684,67.5634,4.3327,170.8859,14.007,95.1526,201.3459,0.5307,214.9744,0,0,86.3112,61.0111,0,84.0045,68.7472,34.0895,9.6865,5.2984,19.7447,1.5134,9.7826,0,0.4912,0.054,7.4581,8.0268,0,0.1598,6.2773,10.4616,0.1239,1.6152,0.001,3.865,30.3315,0.6629,0.0599,2.7546,2.6057,4.8667,0.0175,0.0556,0.3481,24.1557,37.243,47.9801,41.9719,0.5111,0,0,0,0,0.0171,0.0438,0.4614,0.4862,1.8716,0.0016,0.031,0.1204,13.0744,0.0131,0,0.0094,0.0928,0.2004,0.3133,0.0255,0,0.6749,0.0608,0,0.014,0.0876,0.1281,0,0.0002,2.3481,0,0.0224,0.0383,0.172,0.009,0.1739,0.0216,0.0007,17.3194,0,0.002,0.0066,0.0086,0.001,0.0001,0.0866,0.2246,10.3031,3.2481,0.3333,0,0.0127,1.2353,1.9976,0.0036,0.7367,10.0942,1.125,0.5339,39.9848,6.8138,0.014,1.3746,3.7739,0.0168,0.5834,0.0008,0.1926,0.2872,0.0044,0.0128,0.0708,1.3491,230.1655,0.1761,76.2692,3.7472,136.4301,260.6808,48.0036,0.0033,5.6704,0.189,0.0709,5.6682,0,0.0036,20.2297,0.0217,0.0123,3.5303,22.0197,20.6814,0.0003,1.7071,29.3923,6.7727,0.066,0.2579,0,0,0,0.0583,0,0,0,0,0,0.0006
"Venezuela",6448,460.8974,0,0,0,735.5672,51.4195,290.7823,5.5187,1.2207,0,1.7252,1.3033,0,0.1876,159.1949,5.5535,187.5,26.5,42.5079,128.7,221.0244,90.6955,129.5909,0,0,0,121.3,236.3438,614.7938,6.9081,13.9,12.14,153.6924,41.3175,34.9995,6.1899,56.6099,17.0749,1.2188,15.0498,0,0,72.2,120.0377,0,20.645,277.528,37.2229,8.3583,8.635,1.7601,0.1534,492.3755,0,0.0346,0.0363,0.3365,0.21,0,0,3.8791,1.7439,0.0143,1.646,9.0001,11.4,10.7568,1.27,0.0017,0.9863,1.3,1.7402,0,0,0.0515,21.5915,10.5651,23.1922,41.129,0.0125,0,9,0,0,0,0,2.2897,0,0,0,17.2868,0.0022,0,0,0,0,0.8966,0.216,0,0,0,0,0,0,0,0,0.8813,9,0,0,0,0,0,0,0,0,0.3971,0,6.7893,0,0,0,0,0.0019,0,0.0069,0,0,5.797,0.1771,0,0,0,5.3698,0,3.9578,0,9.79,0.0243,25.2,1.3581,0.6091,0.0192,0,0,0,0.0234,0,0,0,0,0,0.1,314.4334,0,0,0,238.8,61.8818,20.45,0,5.7016,0.0521,0,0.3471,0,9,5.5404,0.1,0,6.911,11.4296,17.3264,0.0181,1.9898,18.7655,8.7488,0,45.3374,0,0,0,0,0,0,0,0,0,9
"Guyana",16.14,131.8333,0.0066,11.8285,0,0.1572,25.8172,71.9863,1.6555,2.197,1.9999,2.6834,2.3071,2.5946,0.248,0,1.5838,0,0,0.1045,0,0.6343,0.4212,1.067,0,0,2.9574,3.3297,0.0165,7.5174,0,0,97.891,0.2359,0,81.931,0.2243,7.2097,3.0029,0.4819,1.4998,0,0,0.2431,2.6299,0,29.7885,2.8701,0.017,0.1204,0.0569,0.1571,0.016,1.0673,0,0.0051,0,0,0,0,0,0.005,0.044,0,0.002,9,0.033,0.1875,0,9.2558,0.0157,0,0,0,0,0,0.2067,1.3761,2.2778,0.2737,0,0,0,0,0,0,9,3.1872,0.0031,9,0,0,9,9,0,0,0.2065,0.0351,0,1.4136,0,0,0,0,0,0,0,0.013,9,0,0,0,0,0,0,0,0,0,0,0.4181,0.307,0,0,0,0.0143,0,0.024,0,0,0,0.1609,0,0.0042,0,0.3131,0,0,0,0.04,0,0.33,0.2386,0,0,0.0004,0,0,0.2487,9,0,0,0,0,9,8.4324,0,1.4608,4.1669,0.24,9.2491,1.2125,0,0.4933,0.0607,0,0,0,0,1.6577,9.02,0,0.0066,2.3474,3.4205,0,0.3065,1.4606,1.2649,0.0038,1.8305,0,0,0,0,0,0,0,0,0,0
"Suriname",32.87,58.1093,0.0634,0.1194,0.3604,0.7613,6.9304,24.0414,2.5979,0.4094,0.0102,0.0661,0.017,0.0634,0,0,0.044,1.2155,0.0423,0.013,0,0.446,0.0186,3.2646,0,2.9574,0,0.5728,0.2211,3.3869,0,0,0.264,1.0131,0.0885,16.8093,0.3544,18.0583,11.0748,4.7072,40.8841,0,0,2.6193,19.8845,0,4.211,7.112,0.0494,0.2854,0.08,0.0633,0.0375,2.9223,0,0.0008,0,0,0,0,0,0.0626,0.0854,0.0679,0,9,0.01,23.0526,0.004,0,0.0142,2.31,0,0,9,0,0.7317,0.7296,107.0219,0.8844,21.4693,0,0,0,0,0,0.0211,0.9216,0.0002,0,0,0.0088,0,9,6.5374,9,0.0349,0,3.924,0.0109,0,0,0,0,9,0,0,0.1305,0,0,0,0,0,0,0,9,0.0047,0,0,3.2816,0,0,9,0,0.0019,0,0.0001,0,0,0.0003,0.0582,9,0.0116,0,1.8343,9,0,9,0.02,0,13.7273,0,0,0,0,9,0.0099,0,0,0,0,0,0,9,9.8915,9,2.9757,2.4205,2.64,0.9666,1.98,9,0.2397,0,0,0,9,0,2.2695,9,0,0.4224,0.3138,0,9,0.1065,2.4051,0.4612,0,0.0236,0,0,0,0,0,0,0,0,0,0
"Ecuador",923.24,46.4724,0.1544,5.6773,0.2581,13.0386,0.4318,17.4952,0.663,0.0304,9,0.0678,0.0004,0.117,0.0175,9.8955,0.245,21.451,7.8903,80.0461,14.47,3.3757,181.4105,110.4055,121.3,3.3297,0.5728,0,36.146,93.9191,71.5424,0.6843,106.951,32.678,3.044,17.2683,2.9108,78.6404,76.9202,1.8194,43.0966,0,0,6,13.486,0,17.5726,157.5915,101.0167,1.5525,3.8141,13.668,6.9558,176.0263,0,1.4109,0.0799,0.7444,13.178,0,9.2686,7.2798,6.9885,0.0255,2.3945,0.2805,18.043,86.0636,1.834,0.1626,8.9718,7.43,1.2884,0.1793,0.0003,0.6255,0.2163,9.6684,3.7434,3.7764,0.0508,0,9,9,9,0,0,0.0535,0.0754,0,0,0.6769,0.1052,0,0.0746,9,0.3229,0,0,0.0172,0.0334,0.0958,0.3078,0,9,0.161,0.3304,2.2284,9,9,0,0,0.005,0,42.2302,0,0.0182,0.0401,9.0019,1.7866,0,0,0,0,0,9.0781,0.1241,9,0.0634,0.0173,0.5816,1.2971,0,0,28.6156,0.0955,1.5644,0,0.2,0.7341,0.91,25.8787,0,1.0028,0.0451,0,0.6449,0,0.4235,0,0,9.2,9,0.54,17.0807,9,16.2514,0.998,24.36,142.5974,3.5125,9,0.2491,0,9.0024,1.2688,0,9.008,2.0315,9,0,1.0072,10.0447,0.0736,0.002,0.2337,8.1826,1.2928,0.0006,28.7489,0.0107,9,0,0.0101,0,9.035,0,0,0,0
