"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Moldova",13.8,1.8,0,0,0,0,0,0,0,0,9,0,0,0.095,1.981,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.0626,0,0,0,1.6,9,4.618,5.251,9.3744,2.3119,0.1581,4.9341,0,0,3.1881,4.6214,0,0.0632,6.6878,0.585,1.8297,4,0.347,0.1744,1.5097,0,0,0.1039,0,0,0,0.0088,0.023,0.101,0.0958,13.26,0,18.3,49.6,1.7602,2.9175,2.07,60.3,21.579,0.2124,0.334,28.0033,1.4401,1.1342,0.2619,0.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,28.5,0,0.0522,0.4,0.67,0.2052,6,10.4975,0,0,0,0,0,9,0.2,4.67,0.1524,2,0.73,2.14,0.193,0.01,0,0.1,7.2,0.4774,0.1461,0,0,9,0,0,0.005,0,0,0,9,1.059,0.1,0,0,0.1,0,0.3739,0,0,0,0,0,0,0,0
"Romania",296.8,27.8597,0.22,2.31,0,0.88,0.11,0.1196,0.038,0,0.056,0.0649,0.0416,9,0,3.3842,0.07,2.6501,0.2,0.4287,0,0.1637,1.3785,21.062,3.3069,0.11,0.0162,2.857,0.1222,46.8917,0.2489,0.1276,0.437,10.795,2.282,30.7228,12.6397,55.4834,33.4622,2.2878,222.7629,0,0,131.8448,2.1063,0,0.0988,207.6065,13.137,97.7296,81.3,26.2234,15.3408,153.7301,0,0.0157,2.5955,6.839,3.8,0,7.17,5.805,3.157,1.9599,41.79,18.3,0,662.4,0.2143,0.4868,1.54,18.13,8.436,0.1,0.025,0.0725,9.5467,18.1834,4.6716,39.8489,2.1636,0,0,0,0,0,0,0.862,0.0318,0.55,0.0212,1.7118,6.77,0.0782,0,0.77,0.55,0,0.9111,66.33,0,0.0024,0,0.0035,0.44,0.44,2.448,1.98,0.0774,0,0,0.33,0.268,0,2.2,1.4,0.0627,2.909,0,1.3,9,9,0,9,3.8449,0.77,0,0,9.491,1.662,0.4488,3.34,14.3,529.5,154.6,0,11.0752,176.9054,32.46,38.0459,14.2,0.5599,28.0401,14.63,0.77,0.4,19,0.4652,0.11,7.37,0,0.1,2.2,5.95,285.344,0.15,0,0.11,74.4,12.2291,7.8139,0,15.3966,1.0078,0,42.9223,9,0,599.4176,0,0,2.899,10.5266,25.1209,0,13.581,8.8467,21.7089,0,0.8593,0,0,0,0,0,0
"Russia",457,45.9,36.31,323.22,0,0,0.04,0,0.107,0,0.1,9,0,9,0,13.4,0.051,4,0.8,10.7,2.2,4.6953,70.6,9.602,7.9,0,6.5734,0.295,7.1,90.0961,3.9404,0.1,10.9,21.851,11.536,580.3193,45.4187,556.5108,713.8358,48.8045,1786.0698,0,0,424.7917,815.0343,0,166.3962,1336.3574,742.538,549.7,1475.9,1018.0809,1192.476,2779.4717,0,37.4991,3.4204,23.259,1,0,28.15,29.796,367.719,50.572,790.95,49.6,662.4,0,112.5737,219.3529,275.5,0,347.38,19.3946,93.566,71.3041,667.873,109.2191,240.045,165.647,32.5641,0,9,0,0.78,0,4.86,7.6795,9.3,17.83,0.1448,1.8661,17.51,0.3,0.66,0.39,0.47,9.1,0.3,46.92,0,9,0,0.1,20.88,0.19,2.7,0.92,0,9.11,9,0.9,4.9,0,53.81,3.2,0.1,0.162,19.1,8.6,9.9,0,10.7,0,12.9,0,9,1,65.571,141.013,97.0561,9.27,1.21,99.8,880.8,0,0.9738,37.2,1.75,40.5784,85.1,11.857,7.9,16.17,0.03,7.6,147.5,1.3302,624.51,0,83.5572,44.7,0,0,2651.252,139.08,16.7,131.04,668.8,1409.7958,158.6,0,34.4274,0.1965,9.1,3.3,9.2,0.29,119.6,6.92,0.2,22.04,65.1,48.7,9,30.3,42.6,65.7512,0.49,26.7076,9,9,9,0,0,0
"Estonia",3.1431,0.9353,0.0886,0.0059,0,0.0031,0.0355,0.0293,0.0001,0.0069,0,0,0.0002,0,0,0.0168,0.0018,0.0026,0.0249,0.0026,0.001,0.9746,0.0419,0.1239,0.0085,0.0252,0.0143,0.0895,0.0201,3.3111,0.0002,0.0032,0.0202,0.0817,0.022,16.9735,1.4422,3.738,2.808,0.192,0.2355,0,0,2.7836,2.682,0,1.4803,2.9844,4.407,0.5932,0.1452,1.1951,0.6813,11.2992,0,0.003,0.0006,0.1337,0,0,0,0.0234,0.3055,0.2669,1.3614,1.7602,0.2143,112.5737,0,20.9601,3.3499,15.7582,11.5451,0.296,0.1681,11.5457,117.5689,3.3001,11.439,6.5811,1.3176,0,0,0.0169,0,0.3012,0,0.0039,0,7.3659,0,0,0.0038,0,0.0009,0.3984,0.0054,0.0071,0.0096,0.8248,0.0424,0.0007,0.0004,0.0013,0.0002,0,0.0004,0,1.265,0.0455,0.0032,0,0,0,0.0069,9,0,0.0402,0.0352,0.0084,4.0012,0.0494,0,0.0005,0.0002,0,0.0002,9,0.0425,0.0062,0.0499,0.032,0.2259,0.0047,2.554,0,2.6538,0.1009,0.2194,0.0034,0.244,0.185,0.0186,0,0,0,0.067,0.0603,0.1855,1.4317,0.0266,0.1279,1.6879,6.1377,7.2577,0,2.0293,0.2866,6.3061,30.5006,0.6461,0,0.3561,0.0005,0.0026,0.0399,0.0056,9,0.5845,0,0.0159,0.4562,0.2389,1.2736,0,0.1326,0.3406,0.1177,0,0.0004,0,0,0.0019,0,0,0
"Latvia",13.7258,0.2598,0,0.2675,9,3.3453,2.6341,0,9,0.2368,0,9,0,0,0,0,0,9,0,0,0,0,0.645,1.138,9,9,9,1.3327,0.2266,0.1364,0.046,0,0,9,0.0466,84.0669,11.262,246.9394,4.0997,0.2803,54.2922,0,0,5.5799,1.5371,0,1.8763,74.1435,9.3155,1.3531,3.4184,0,0.3869,23.1213,0,0.0065,0.0845,0,0.1042,0,0.0538,1.382,0.0261,0.0219,3.3958,2.9175,0.4868,219.3529,20.9601,0,52.7772,34.2453,34.2308,0.1152,0.6277,6.331,22.0693,48.5083,23.2513,66.3442,0.2272,0,0,0,0,0,9,0.4878,9,4.792,0,0.2567,0,0,0,0,0,9,9,3.4187,9,0,0,0,9,0.0603,9,0,9,0,0,0,9,0,9,9,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0.0058,0,9,0.0451,4.5827,9,0.0617,0,4.0809,0.0598,0.8461,0.1762,0.4745,0,9,0,0,0,0.5643,11.7989,0.5269,0.0626,8.333,14.4755,13.3432,0.02,4.0294,0.8188,3.6,14.5509,3.0641,0,0,0,0,0.0701,0,9,18.3028,9,0,0.1413,1.7689,0.9739,0,4.1223,0.0021,0.4835,0,0.0366,9,0,0,0,0,0
"Lithuania",44.38,0.9434,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3167,0,0,0,0,0,0,0.0004,0,0,0,0.0418,192.9653,1.4101,68.0522,17.4004,1.1897,10.1372,0,0,3.3273,48.7787,0,2.6103,139.6362,40.2616,1.5636,0,3.0678,5.5429,15.4661,0,0.1244,0.0075,0,0,0,0,1.884,0.9837,0.7643,0,2.07,1.54,275.5,3.3499,52.7772,0,0,2.7157,0.5582,0.692,64.1711,25.841,12.0394,0.0636,10.9426,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0.8223,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.5851,0.171,0,0,9.8717,0,2.1984,0,0.24,27.5821,0.4034,0,0.5384,0.0769,0,0,0,0,0,0,0,0.223,0.0065,0,0,0.207,0,0.298,0,6.6772,0,0,0,0,0,0
"Ukraine",138.02,11.512,0,0,0,0,0,0,0.004,9.019,0,0.0091,0,0,0,133.5378,0,0,0,0,0,9.4008,0,1.3504,0,0,0,0,0,2.8028,9,0,9,0,0.3377,102.1082,6.2469,48.9083,27.6496,1.8904,27.0168,0,0,50.5824,25.0572,0,19.4947,776.2032,5.3627,14.7038,0,29.2511,13.5477,223.1288,0,10.8766,0.4223,0,0,0,0,14.276,2.0378,1.3622,453.664,60.3,18.13,0,15.7582,34.2453,0,0,120.5098,0.4796,0.7542,2.3297,31.8419,19.9753,1.1495,12.4277,5.3947,0,0,0,0,0,0,0,0.0177,0,0,0,0,0,0,9,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229,0,0.3222,0,0,0,0,0,0,0,9,1.703,0.021,0,0,0,28.3,432.3,0,50.7464,0,0,44.8886,15.73,9,9,9,0,0,0,0,0,0,1.0814,8.6,0,0,387.6565,0.41,110.3414,0,28.92,38.5642,35.698,0,2.365,0.0635,0,0,9,0,0,0,0,21.1586,29.2365,0,0,0.3709,0,3.7495,0,1.0094,9,0,9,0,0,0
"Belarus",47.617,7.842,9,1.4795,0,9.6061,9,0,9,0,0,0,0,0,9,0.615,0,9,0,9.322,0.097,9,7.919,3.684,1.133,9,9,9.402,0.848,9.2828,9.075,9.011,10.57,3.753,0.001,36.2802,2.067,7.558,8.63,0.59,36.0362,0,0,51.0617,1.1424,0,2.1877,170.3899,20.131,36.6568,15.862,0.126,0.5816,13.4268,0,0.0001,0,2.403,0.056,0,0.338,7.173,0.3,0.09,5.3077,21.579,8.436,347.38,11.5451,34.2308,2.7157,120.5098,0,0.6891,0.939,5.5415,1.2636,2.3917,3.8131,14.738,0.1302,0,0,0.2002,0,0,9.0011,9.701,9.01,9,9.001,1.133,0.0385,0,9,9,0.0022,9,0.002,2.8534,9,9,0,9.035,0,0,0,0,0,9,0,0,0.088,0,0,0,0,0,0,12.094,9,0,9.001,0,0,9,9,9,5.698,0.044,0.016,0,0.2024,0.089,7.652,0,0.4482,7.805,0.3421,0.809,0.413,2.9717,9.398,9,0,0,0.246,1.201,3.3702,2.0207,5.2971,0.52,7.8318,31.1206,19.652,0.505,23.217,0,1.719,3.7406,4.3098,0,0.929,9,0,0,9,0,0.226,0,0,0.994,2.842,1.822,0,0.227,1.238,0.58,0,0.317,0,0,0,0,0,0
"Armenia",26.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,9,0,0,0,9,7.9589,0,0.1686,7.6004,0.5196,0.3236,0,0,0.0976,0.0477,0,0,0.0551,0.5877,0.1459,0,1.0529,0.353,29.8832,0,0,0,0,0,0,0,0.222,0.095,3.0894,0.9882,0.2124,0.1,19.3946,0.296,0.1152,0.5582,0.4796,0.6891,0,14.8578,0.0482,0.0033,0,0,3.6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5057,0.2407,0,0,0.7809,0.1968,0.0006,0,9.2326,0,0,0,0,2.3367,0,0,1.4025,0.077,0.3932,0.1719,0.3647,10.665,0,0,0,2.4,0,0.0591,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0
"Georgia",19.533,0.421,9,9.599,0,0,9,0,0,0,9,0,0,0,0.014,9,0,0,0,0,0,9,9,0.21,9,0,9,9,0,3.531,9.0104,0,0,0.002,9.029,3.6493,0.0057,0.092,0.5054,0.0346,15.2134,0,0,0.0534,0.2813,0,0.062,1.172,0.234,0.9854,0.056,6.034,0.3252,9.9157,0,0,0.0029,0,0,0,0,0.377,0.459,0.0249,3.4412,0.334,0.025,93.566,0.1681,0.6277,0.692,0.7542,0.939,14.8578,0,8.3605,0.0119,0.1961,0.0327,2.5108,0.0015,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,9,0,9.006,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0.0243,0,0,0,0,9,0,9,0,0,0,0.237,0,0,9,0,0.6,13.509,9,0.0885,0.553,0.5896,0,0.859,9,0,9,9,0,0,0,9.042,109.4864,0.3081,0.043,4.66,11.147,1.695,0.05,0,9,0.082,3.702,13.211,9,0,9,0,9,0,0,0,0,0,12.775,0,0,0,0,0,1.607,0,0.001,0,0,0,0,0,0
"Azerbaijan",20.6213,0.0489,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13.7368,9,0,0,0.2572,9,5.017,4.8563,4.5544,1.7035,0.1165,4.526,0,0,9.8464,3.1672,0,0.2904,16.7148,1.3464,7.9953,0.3502,2.8195,2.4074,3.5406,0,0,0,0,0,0,0,0.181,0.0458,2.7597,0.8259,28.0033,0.0725,71.3041,11.5457,6.331,64.1711,2.3297,5.5415,0.0482,8.3605,0,0.2003,0.5721,0.8217,0.2591,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2068,0,0,0,0,191.5141,38.872,0,0.0219,0.0211,0.9263,0.0413,1.7816,5.4078,0,0,0,0,0,0,0.4238,12.1916,0.9589,1.3488,3.703,0.1881,0.7046,0,0.1911,0.3802,26.4,0.2858,0.218,0,0.1828,0.0178,0,0.9294,9,0,0,0,0,0.1384,0.0121,0.0976,0,0,0.0817,0.9509,0,0.0154,0,0,0,0,0,0
"Finland",412.6791,92.8747,0.5018,16.0653,0.3674,8.6416,0.0389,1.0382,1.8011,0.0135,0.0298,0.3235,0.0049,0.0706,0.0005,38.7171,0.0543,8.8309,4.4778,1.1147,4.2349,16.1085,30.6838,55.589,10.3026,5.4467,0.0265,6.2873,4.3295,30.0217,0.7066,0.0318,37.0649,18.5964,0.2358,1251.6615,17.1265,523.7734,19.1039,1.3061,515.093,0,0,14.1993,479.0582,0,33.3362,477.7741,80.6777,106.2514,86.425,47.5553,33.8344,223.61,0,0.8904,0.1983,0.5053,8.7871,0,0.024,9.8667,89.3438,7.7318,15.8415,1.4401,9.5467,667.873,117.5689,22.0693,25.841,31.8419,1.2636,0.0033,0.0119,0.2003,0,786.4184,69.1544,281.8229,14.8946,0,0.0193,0.0789,0,0.29,0.6109,5.0549,0.5142,0.122,0.2808,4.8851,0.161,0.0663,0.0731,1.0297,3.3484,0.3398,9.8279,21.7417,0.7204,0.242,0.0412,0.5121,21.7819,0.3246,1.3634,10.166,1.8613,0.1153,0.0002,0.256,1.0209,0,0.5993,6.9284,5.8184,16.3456,2.8933,35.3374,0.3514,0.0255,0.1806,2.4754,0.2628,0.021,1.6516,0.569,5.3764,30.8893,45.0338,13.2911,0.1768,87.8888,149.6893,0.2362,113.135,16.2655,25.3072,15.6638,77.2496,86.1551,4.6874,26.8938,7.3592,2.6107,28.6528,6.4059,1.3213,27.1498,5.546,0.0141,5.9783,8.4611,67.0275,0.0877,27.8067,0.0865,176.5232,613.2562,17.3364,0.0221,2.5545,2.4256,5.2066,1.8284,0.185,1.4356,237.362,7.2344,1.3732,2.7198,21.9226,197.4158,0.5593,50.4367,241.7034,264.116,26.2737,35.344,0.021,2.2016,0.2509,0,0,0.0034
"Sweden",937.1489,493.9057,13.6984,2.6706,0.6505,1.4565,6.4381,1.9167,0.8726,0.0351,0.0641,0.4234,0.1283,0.1427,0.1566,261.8126,0.3551,7.0567,1.7997,5.2854,1.0613,16.5037,51.0727,21.1007,31.5461,0.2423,0.2704,3.7711,42.9173,83.9351,26.0485,4.4092,32.2883,88.2307,4.3481,1450.7557,41.4403,490.2717,473.918,32.4016,565.6609,0,0,88.7411,345.7416,0,166.5912,6.7066,103.0951,231.773,91.7626,63.3471,14.7638,304.6057,0,3.7885,0.4971,6.16,34.884,0,0.7192,4.9721,188.7075,25.2205,20.7443,1.1342,18.1834,109.2191,3.3001,48.5083,12.0394,19.9753,2.3917,0,0.1961,0.5721,786.4184,0,595.8772,396.7576,75.8422,0,1.2635,0.747,0.0263,1.3077,0.0847,4.6909,0.1271,6.909,0.3096,5.4061,1.7849,0.5059,254.3138,2.0355,20.9468,0.3284,2.588,41.6121,2.8922,0.0608,0.1882,0.1029,1.3269,0.7835,11.6135,40.1041,1.6399,0.4825,2.4299,1.6994,18.6278,0,7.3765,17.1465,6.2965,29.857,1.2132,47.405,0,0.1013,13.9515,2.2194,3.094,0.12,4.1318,1.9625,94.3694,44.5581,71.338,30.6602,5.5778,60.0404,348.1175,4.1761,186.2686,44.608,22.5302,36.0391,222.006,0.7944,16.4047,81.1186,0.7521,9.1209,133.7441,25.0175,0.6474,0.7729,18.3222,0.4882,2.9799,9.6742,144.9113,0.0531,43.0602,1.0063,121.13,565.7988,18.1531,0,44.9455,40.5439,1.1191,3.7713,0.4559,0.4589,263.8318,0.2507,5.7447,1.3307,138.9354,266.1263,6.17,24.8956,391.2006,616.2377,0.7732,127.3384,0.6685,0.0573,0.3911,0,0,0.049
"Norway",133.5292,418.726,0.5166,0.1002,0.9288,11.4718,98.6847,0.9193,3.0967,0.2968,0.2452,0.2323,0.1215,0.8557,8.2155,26.669,0.027,0.3792,0.6009,0.2081,3.4033,18.2239,28.3214,22.1048,9.5409,0.0037,80.4546,6.3226,10.2827,36.0367,0.0801,0.0966,26.2536,0.0712,2.473,4056.9021,57.5901,719.6288,728.3057,49.7938,1695.1989,0,0,138.7339,26.7102,0,97.2378,2367.6259,253.1471,102.1309,3.8253,6.5399,11.8483,63.2201,0,9.577,0.0534,0.603,1.79,0,0.218,12.0749,39.1236,3.4612,1.1022,0.2619,4.6716,240.045,11.439,23.2513,0.0636,1.1495,3.8131,0,0.0327,0.8217,69.1544,595.8772,0,201.9197,115.7318,0,0.4374,0.0753,0,0.3366,0.5855,1.2965,5.1031,0.4714,0.0671,4.8065,9.023,0.1751,126.7918,0.0125,3.099,1.975,1.0501,48.7557,2.651,0.167,0.2732,5.3359,8.6619,0.4122,3.6457,11.8439,1.857,0.0613,0.1415,0.1094,1.2104,0,4.172,14.157,1.038,1.5992,0.1552,37.8074,1.7745,0.0143,66.1114,0.8038,0.0008,0.0155,0.1395,0.1517,17.2469,3.7299,1.99,8.6614,0.2599,38.1145,31.5223,0,3.7895,3.227,4.3516,1.2253,6.7117,19.8371,0.0854,3.8736,6.4957,2.2527,30.782,3.0181,0.7162,0.0283,2.6799,0,0.2287,2.5674,294.988,0.2792,138.4356,0,28.6741,460.4082,46.0367,0.1916,19.0032,45.5984,0.3632,3.0857,0.1349,0.0732,50.608,0.0342,0.4976,0.0137,1.3661,68.1647,0.3056,11.3105,36.9343,4.5602,0.0455,9.4609,0.1789,0.0946,0.026,0,0,0
"Denmark",323.3502,70.4992,174.0795,4.6262,0.627,35.0128,1.6456,3.2059,1.1063,0.1973,0.8489,0.7204,0.6737,0.9462,1.1489,119.5934,1.6725,0.8869,2.5981,1.1008,0.5184,1.863,6.5524,59.0262,7.8632,0.9541,0.479,2.1962,7.0737,112.5635,3.9277,1.0285,37.7301,119.9209,4.4384,666.2121,12.0894,562.9886,354.0256,24.2045,269.1237,0,0,18.1909,384.5745,0,140.7095,784.0582,2.4814,39.5,33.5047,56.747,18.6625,375.0647,0,14.5676,0.4202,6.2357,7.6506,0,2.8222,1.8023,205.1517,26.8278,15.2692,0.2758,39.8489,165.647,6.5811,66.3442,10.9426,12.4277,14.738,3.6896,2.5108,0.2591,281.8229,396.7576,201.9197,0,40.5519,0,0.1837,2.1172,0.2855,3.3684,1.9693,5.2519,2.9511,1.0946,0.5986,66.1935,1.6215,3.3439,44.4686,2.84,7.8785,0.2845,0.0816,37.3051,1.1121,0.2188,0.0248,0.2209,0.6798,3.6745,10.273,6.838,0.8465,2.9126,0.7225,2.8186,13.5877,0,6.2755,15.7276,3.8538,9.9059,1.8028,55.4038,3.697,0.6547,1.3586,0.4286,1.3993,0.2671,19.0306,0.1848,11.5313,2.7512,2.0988,23.7336,11.624,172.9012,58.5633,11.6374,74.9444,9.1155,39.3032,19.834,90.1684,119.0695,18.0978,46.3403,21.0781,13.4395,97.3217,25.4616,0.3052,0.5872,1.2902,1,11.0171,11.373,343.9873,4.44,91.9652,1.8739,10.7896,539.8151,16.2483,0,15.9016,12.8584,7.0272,8.6789,0.2773,5.786,108.5557,0.9944,1.1493,1.9093,8.8857,52.4297,9.3664,4.9173,20.9503,178.831,6.7581,20.327,1.5516,0.0814,0.6094,0,0,0.0066
"Iceland",116.9305,15.1526,0,0,0,0.0074,0.0219,0.0413,0.099,0,0.024,0.0099,0.0067,0,0,1.0636,0,0.0946,0.2589,0.0577,0,1.4866,1.4097,0.0911,0.1329,0,0.0518,0.0308,0.0695,1.3813,0.0059,0.074,1.2062,0.0693,0.0305,254.0938,7.5635,41.1672,1.3572,0.0928,87.4165,0,0,24.9079,50.7226,0,14.0174,26.161,5.1801,8.1892,0.7076,4.0913,0.1709,32.1177,0,0.0308,0.002,0,0,0,0,0.581,11.1953,0.1725,0.1603,0,2.1636,32.5641,1.3176,0.2272,0.0325,5.3947,0.1302,0,0.0015,9,14.8946,75.8422,115.7318,40.5519,0,0,0,0,0,0,0.0044,0.001,0,0.0074,0.0035,0.0298,0,0.0014,0,0,0.0266,0,0.2027,13.6701,0,0.0374,0,0.0918,0,0,0.0218,0.0015,0,0,0,0,0.003,0,0,0,0.0019,0.1005,0,0.4802,0,0,0,0.3254,0.0044,0,0.0577,0,0.2663,0.01,2.0391,0,0,0.0535,1.0094,0,0.0016,0,0.0178,0,0.6036,0.486,0,0,0,0,0,0,0.0015,0,0,0,0,0,11.194,0,14.5806,0,6.4643,86.6788,2.552,0,0.9474,0.1026,0.0488,0.608,0,0.003,2.7424,0,0.0044,0.2707,1.7453,2.1286,9,0.7202,1.7977,31.4393,0,0.3366,0,0,0,0,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9826,0.4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",2.15,0.0292,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0.173,0,0,0,0,0,0.0671,9.0264,9,0,0,0,5.6829,0.2697,1.458,1.2074,0.0826,3.4646,0,0,0.0192,0.2074,0,13.912,1.016,0.23,0.3118,9,0.1113,0.0467,0.9892,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0193,1.2635,0.4374,0.1837,0,0,0,0,0,0,0,0,0,0,0,0.0383,0,9,9,0,0.0026,0,0,0.0005,0.0216,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0.3208,0,2.4122,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,9,0,0,0.0017,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.4191,0,0.3632,0,0,0.2489,0.043,0,0,0,0,0,0,0,0.1337,0,0,0,0.1257,0,0,0,9,0.0006,9,0.0819,0,9,0,0,0,0
"Guinea-Bissau",1.56,0.0243,9,1.025,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,6.0896,0.2024,9,0,0,0,9,2.0628,0.0509,8.5302,1.7691,0.1209,6.1195,0,0,0.1245,11.7986,0,20.9268,3.5904,0.048,0.2537,0,0,9.0086,1.4842,0,0,0,0,0,0,0,0.031,0,0.0012,0,0,0,0,0.0169,0,0,0,0.2002,0,0,0,0.0789,0.747,0.0753,2.1172,0,0,0,0,0,0.2804,0,2.596,0.0085,0.0021,0,1.4208,0.1076,0.0193,0,9,9,0.0995,4.8982,0,0,0,9,0,0,0,0.0535,0,0,9,9,0,9,0,0.0018,0,0,0.0005,0,0,0,0,0,0,0,0,0,9,0,0.001,0.1072,0,0,0,0,0,0,0,0.0033,0,9,0,9,0,0,0,0,9,0,0,0,0,0,0,1.9356,0,0.3881,9,0,2.836,6.3405,0,1.2929,0,0,0,0,0,46.8368,0,0,0,0.0274,0,9,0,0.152,0.0005,9,0,0,0,0,0,0,0
"Equatorial Guinea",0.37,0.1397,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0.0143,0.0006,0,0.0715,0.0022,9,2.0353,0,0.2814,4.5115,0.3085,8.5058,0,0,0.2063,5.3638,0,3.1626,1.689,0.187,0.5309,0,0,0.0004,2.4451,0,0,0,0,0,0,0,0.084,0.0165,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.0263,0,0.2855,0,0,0,0,0,0,9,0.0406,0,0.1942,0,14.947,0,0.0005,0,9,9.006,0.0027,11.1607,0,0,9.0042,9,0,0,0,0.0224,0,0,9,0,0,0,0,0,0,0,9,0,10.5114,0,0,0,0,0,0,0,9,0,0,0.035,9.2575,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.6737,0,0.0541,0,0,7.7043,0.0531,0,0.0034,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0001,9,0,0,0,0,0,0,0
